sample	platform	tool	name	reads_in	reads_removed	reads_removed_percent	reads_retained_percent
GCA_002984565.1	illumina	hostile	Staphylococcus cohnii strain FDAARGOS_334 chromosome, complete genome	177418	0	0.0	100.0
GCA_003019925.1	illumina	hostile	Pluralibacter gergoviae strain FDAARGOS_186 chromosome, complete genome	360538	0	0.0	100.0
GCA_003019945.1	illumina	hostile	Burkholderia vietnamiensis strain FDAARGOS_239 chromosome 1, complete sequence	462028	0	0.0	100.0
GCA_003019965.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_246 chromosome 1, complete sequence	421526	2	0.000474466580946371	99.99952553341906
GCA_003020025.1	illumina	hostile	Burkholderia thailandensis strain FDAARGOS_237 chromosome 1, complete sequence	444854	0	0.0	100.0
GCA_003020185.1	illumina	hostile	Burkholderia thailandensis strain FDAARGOS_238 chromosome 1, complete sequence	451244	0	0.0	100.0
GCA_003030425.1	illumina	hostile	Enterococcus faecalis strain FDAARGOS_324 chromosome, complete genome	210658	0	0.0	100.0
GCA_003050665.1	illumina	hostile	Helicobacter pylori strain FDAARGOS_298 chromosome, complete genome	112060	0	0.0	100.0
GCA_003546885.1	illumina	hostile	Klebsiella aerogenes strain FDAARGOS_327 chromosome, complete genome	360012	0	0.0	100.0
GCA_003546905.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_342 chromosome, complete genome	327036	0	0.0	100.0
GCA_003613595.1	illumina	hostile	Burkholderia gladioli pv. gladioli strain FDAARGOS_188 chromosome 1, complete sequence	592836	0	0.0	100.0
GCA_003614815.1	illumina	hostile	Burkholderia thailandensis strain FDAARGOS_241 chromosome 1, complete sequence	445608	0	0.0	100.0
GCA_003614835.1	illumina	hostile	Burkholderia thailandensis strain FDAARGOS_242 chromosome 1, complete sequence	443554	0	0.0	100.0
GCA_003711125.1	illumina	hostile	Enterococcus avium strain FDAARGOS_184 chromosome, complete genome	248226	0	0.0	100.0
GCA_003798205.1	illumina	hostile	Yersinia pestis strain FDAARGOS_603 chromosome, complete genome	328642	0	0.0	100.0
GCA_003798225.1	illumina	hostile	Yersinia pestis strain FDAARGOS_601 chromosome, complete genome	328732	0	0.0	100.0
GCA_003798245.1	illumina	hostile	Burkholderia pseudomallei strain FDAARGOS_593 chromosome 1, complete sequence	483702	6	0.0012404331592592132	99.99875956684075
GCA_003798265.1	illumina	hostile	Burkholderia pseudomallei strain FDAARGOS_592 chromosome 1, complete sequence	476446	0	0.0	100.0
GCA_003798285.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_583 chromosome, complete genome	310146	0	0.0	100.0
GCA_003798305.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_579 chromosome, complete genome	312098	0	0.0	100.0
GCA_003798325.1	illumina	hostile	Propionibacterium acidifaciens strain FDAARGOS_576 chromosome, complete genome	204852	0	0.0	100.0
GCA_003798345.1	illumina	hostile	Yersinia pestis strain FDAARGOS_602 chromosome, complete genome	318966	0	0.0	100.0
GCA_003798365.1	illumina	hostile	Burkholderia pseudomallei strain FDAARGOS_594 chromosome 1, complete sequence	478692	10	0.002089025928989831	99.997910974071
GCA_003798385.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_584 chromosome, complete genome	312628	0	0.0	100.0
GCA_003798405.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_582 chromosome, complete genome	322164	0	0.0	100.0
GCA_003798425.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_581 chromosome, complete genome	339798	0	0.0	100.0
GCA_003798445.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_580 chromosome, complete genome	332068	0	0.0	100.0
GCA_003798465.1	illumina	hostile	Cutibacterium acnes strain FDAARGOS_577 chromosome, complete genome	166356	0	0.0	100.0
GCA_003812065.1	illumina	hostile	Acinetobacter baumannii strain FDAARGOS_540 chromosome, complete genome	260684	0	0.0	100.0
GCA_003812085.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_566 chromosome 1, complete sequence	377804	0	0.0	100.0
GCA_003812105.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_531 chromosome, complete genome	384250	0	0.0	100.0
GCA_003812125.1	illumina	hostile	Bacillus sp. FDAARGOS_527 chromosome, complete genome	380076	0	0.0	100.0
GCA_003812145.1	illumina	hostile	Enterobacter roggenkampii strain FDAARGOS_523 chromosome, complete genome	346032	0	0.0	100.0
GCA_003812165.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_532 chromosome, complete genome	462084	0	0.0	100.0
GCA_003812185.1	illumina	hostile	Klebsiella aerogenes strain FDAARGOS_513 chromosome, complete genome	351446	0	0.0	100.0
GCA_003812205.1	illumina	hostile	Acinetobacter sp. FDAARGOS_560 chromosome, complete genome	277772	0	0.0	100.0
GCA_003812225.1	illumina	hostile	Acinetobacter sp. FDAARGOS_494 chromosome, complete genome	263550	0	0.0	100.0
GCA_003812245.1	illumina	hostile	Acinetobacter sp. FDAARGOS_493 chromosome, complete genome	268098	0	0.0	100.0
GCA_003812305.1	illumina	hostile	Enterococcus sp. FDAARGOS_553 chromosome, complete genome	218900	0	0.0	100.0
GCA_003812325.1	illumina	hostile	Citrobacter freundii strain FDAARGOS_550 chromosome, complete genome	331276	0	0.0	100.0
GCA_003812345.1	illumina	hostile	Citrobacter freundii strain FDAARGOS_549 chromosome, complete genome	340144	0	0.0	100.0
GCA_003812365.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_547 chromosome 1, complete sequence	426274	16	0.0037534543509573654	99.99624654564904
GCA_003812385.1	illumina	hostile	Acinetobacter baumannii strain FDAARGOS_533 chromosome, complete genome	259026	0	0.0	100.0
GCA_003812405.1	illumina	hostile	Citrobacter koseri strain FDAARGOS_530 chromosome, complete genome	305400	0	0.0	100.0
GCA_003812425.1	illumina	hostile	Staphylococcus epidermidis strain FDAARGOS_529 chromosome, complete genome	171828	0	0.0	100.0
GCA_003812445.1	illumina	hostile	Streptococcus sp. FDAARGOS_522 chromosome, complete genome	140076	0	0.0	100.0
GCA_003812465.1	illumina	hostile	Streptococcus sp. FDAARGOS_521 chromosome, complete genome	143800	0	0.0	100.0
GCA_003812505.1	illumina	hostile	Staphylococcus hominis strain FDAARGOS_575 chromosome, complete genome	150494	0	0.0	100.0
GCA_003812525.1	illumina	hostile	Proteus vulgaris strain FDAARGOS_556 chromosome, complete genome	277230	0	0.0	100.0
GCA_003812545.1	illumina	hostile	Listeria monocytogenes strain FDAARGOS_555 chromosome, complete genome	190138	0	0.0	100.0
GCA_003812565.1	illumina	hostile	Listeria monocytogenes strain FDAARGOS_554 chromosome, complete genome	189124	0	0.0	100.0
GCA_003812585.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_548 chromosome 1, complete sequence	443592	0	0.0	100.0
GCA_003812605.1	illumina	hostile	Chryseobacterium indologenes strain FDAARGOS_537 chromosome, complete genome	324424	0	0.0	100.0
GCA_003812625.1	illumina	hostile	Escherichia coli strain FDAARGOS_536 chromosome, complete genome	340302	0	0.0	100.0
GCA_003812645.1	illumina	hostile	Streptococcus pyogenes strain FDAARGOS_534 chromosome, complete genome	122516	0	0.0	100.0
GCA_003812665.1	illumina	hostile	Enterococcus faecalis strain FDAARGOS_528 chromosome, complete genome	197576	0	0.0	100.0
GCA_003812685.1	illumina	hostile	Streptococcus sp. FDAARGOS_520 chromosome, complete genome	139974	0	0.0	100.0
GCA_003812705.1	illumina	hostile	Chryseobacterium arthrosphaerae strain FDAARGOS_519 chromosome, complete genome	357458	0	0.0	100.0
GCA_003812725.1	illumina	hostile	Streptococcus pyogenes strain FDAARGOS_514 chromosome, complete genome	126808	0	0.0	100.0
GCA_003812745.1	illumina	hostile	Serratia sp. FDAARGOS_506 chromosome, complete genome	324182	0	0.0	100.0
GCA_003812765.1	illumina	hostile	Gardnerella vaginalis strain FDAARGOS_568 chromosome, complete genome	114440	0	0.0	100.0
GCA_003812785.1	illumina	hostile	Cutibacterium acnes strain FDAARGOS_503 chromosome, complete genome	166302	0	0.0	100.0
GCA_003812805.1	illumina	hostile	Streptococcus agalactiae strain FDAARGOS_512 chromosome, complete genome	142276	0	0.0	100.0
GCA_003812825.1	illumina	hostile	Fusobacterium necrophorum strain FDAARGOS_565 chromosome, complete genome	178560	0	0.0	100.0
GCA_003812845.1	illumina	hostile	Klebsiella sp. FDAARGOS_511 chromosome, complete genome	419348	0	0.0	100.0
GCA_003812865.1	illumina	hostile	Chryseobacterium indologenes strain FDAARGOS_510 chromosome, complete genome	328196	8	0.0024375677948542942	99.99756243220514
GCA_003812885.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_571 chromosome, complete genome	466652	0	0.0	100.0
GCA_003812905.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_501 chromosome, complete genome	457722	0	0.0	100.0
GCA_003812925.1	illumina	hostile	Klebsiella oxytoca strain FDAARGOS_500 chromosome, complete genome	391940	0	0.0	100.0
GCA_003812945.1	illumina	hostile	Escherichia coli strain FDAARGOS_497 chromosome, complete genome	367552	0	0.0	100.0
GCA_003812965.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_496 chromosome 1, complete sequence	519760	4	0.0007695859627520395	99.99923041403724
GCA_003812985.1	illumina	hostile	Stenotrophomonas maltophilia strain FDAARGOS_507 chromosome, complete genome	305172	0	0.0	100.0
GCA_003813005.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_505 chromosome, complete genome	468654	0	0.0	100.0
GCA_003813025.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_570 chromosome, complete genome	477010	0	0.0	100.0
GCA_003813045.1	illumina	hostile	Burkholderia dolosa strain FDAARGOS_562 chromosome 1, complete sequence	427274	6	0.001404251136273211	99.99859574886372
GCA_003813065.1	illumina	hostile	Bifidobacterium breve strain FDAARGOS_561 chromosome, complete genome	151710	0	0.0	100.0
GCA_003813085.1	illumina	hostile	Alcaligenes faecalis strain FDAARGOS_491 chromosome, complete genome	271526	2	0.0007365777126315712	99.99926342228737
GCA_003827915.1	illumina	hostile	Staphylococcus aureus strain FDAARGOS_504 chromosome, complete genome	192972	0	0.0	100.0
GCA_003854935.1	illumina	hostile	Cupriavidus pauculus strain FDAARGOS_614 chromosome 1, complete sequence	411854	6	0.0014568269338163524	99.99854317306618
GCA_003855115.1	illumina	hostile	Shigella sonnei strain FDAARGOS_524 chromosome, complete genome	330206	0	0.0	100.0
GCA_003855135.1	illumina	hostile	Shigella flexneri strain FDAARGOS_535 chromosome, complete genome	324836	0	0.0	100.0
GCA_003955775.1	illumina	hostile	Francisella tularensis strain FDAARGOS_599 chromosome, complete genome	126190	0	0.0	100.0
GCA_003955795.1	illumina	hostile	Francisella tularensis strain FDAARGOS_598 chromosome, complete genome	126240	0	0.0	100.0
GCA_003955815.1	illumina	hostile	Francisella tularensis strain FDAARGOS_595 chromosome, complete genome	126280	0	0.0	100.0
GCA_003955985.1	illumina	hostile	Corynebacterium jeikeium strain FDAARGOS_574 chromosome, complete genome	168544	0	0.0	100.0
GCA_003956005.1	illumina	hostile	Staphylococcus haemolyticus strain FDAARGOS_517 chromosome, complete genome	177968	0	0.0	100.0
GCA_003956025.1	illumina	hostile	Staphylococcus cohnii strain FDAARGOS_538 chromosome, complete genome	180056	0	0.0	100.0
GCA_006364035.1	illumina	hostile	Listeria monocytogenes strain FDAARGOS_607 chromosome, complete genome	199470	0	0.0	100.0
GCA_006364235.1	illumina	hostile	Streptococcus pyogenes strain FDAARGOS_774 chromosome, complete genome	127658	0	0.0	100.0
GCA_006364295.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_775 chromosome, complete genome	371594	0	0.0	100.0
GCA_006364355.1	illumina	hostile	Vibrio furnissii strain FDAARGOS_777 chromosome 1, complete sequence	332890	0	0.0	100.0
GCA_006364495.1	illumina	hostile	Bacillus subtilis strain FDAARGOS_606 chromosome, complete genome	269708	0	0.0	100.0
GCA_006364635.1	illumina	hostile	Legionella pneumophila strain FDAARGOS_779 chromosome, complete genome	227280	0	0.0	100.0
GCA_006364655.1	illumina	hostile	Listeria monocytogenes strain FDAARGOS_778 chromosome, complete genome	196732	0	0.0	100.0
GCA_006364675.1	illumina	hostile	Staphylococcus aureus strain FDAARGOS_773 chromosome, complete genome	185804	0	0.0	100.0
GCA_006364695.1	illumina	hostile	Escherichia coli strain FDAARGOS_772 chromosome, complete genome	358738	0	0.0	100.0
GCA_006364735.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_767 chromosome, complete genome	417578	0	0.0	100.0
GCA_006364755.1	illumina	hostile	Salmonella enterica strain FDAARGOS_765 chromosome, complete genome	298806	0	0.0	100.0
GCA_006364775.1	illumina	hostile	Staphylococcus aureus strain FDAARGOS_766 chromosome, complete genome	199754	0	0.0	100.0
GCA_006364795.1	illumina	hostile	Pseudomonas aeruginosa strain FDAARGOS_610 chromosome, complete genome	452814	0	0.0	100.0
GCA_006364815.1	illumina	hostile	Enterococcus faecalis strain FDAARGOS_611 chromosome, complete genome	189696	0	0.0	100.0
GCA_006365335.1	illumina	hostile	Salmonella enterica strain FDAARGOS_768 chromosome, complete genome	330318	0	0.0	100.0
GCA_008693365.1	illumina	hostile	Yersinia pseudotuberculosis strain FDAARGOS_665 chromosome, complete genome	291134	0	0.0	100.0
GCA_008693385.1	illumina	hostile	Cupriavidus pauculus strain FDAARGOS_664 chromosome 1, complete sequence	470942	0	0.0	100.0
GCA_008693405.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_630 chromosome, complete genome	376186	0	0.0	100.0
GCA_008693425.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_631 chromosome 1, complete sequence	364570	0	0.0	100.0
GCA_008693445.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_629 chromosome, complete genome	381246	0	0.0	100.0
GCA_008693465.1	illumina	hostile	Klebsiella variicola strain FDAARGOS_627 chromosome, complete genome	397174	0	0.0	100.0
GCA_008693485.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_623 chromosome 1, complete sequence	431910	2	0.0004630594336783126	99.99953694056632
GCA_008693505.1	illumina	hostile	Streptococcus agalactiae strain FDAARGOS_669 chromosome, complete genome	137712	0	0.0	100.0
GCA_008693525.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_622 chromosome 1, complete sequence	431910	4	0.0009261188673566252	99.99907388113265
GCA_008693545.1	illumina	hostile	Bordetella hinzii strain FDAARGOS_621 chromosome, complete genome	324030	0	0.0	100.0
GCA_008693565.1	illumina	hostile	Klebsiella michiganensis strain FDAARGOS_647 chromosome, complete genome	443772	0	0.0	100.0
GCA_008693585.1	illumina	hostile	Streptococcus agalactiae strain FDAARGOS_670 chromosome, complete genome	147382	0	0.0	100.0
GCA_008693605.1	illumina	hostile	Citrobacter portucalensis strain FDAARGOS_617 chromosome, complete genome	328624	0	0.0	100.0
GCA_008693625.1	illumina	hostile	Vibrio parahaemolyticus strain FDAARGOS_667 chromosome 1, complete sequence	333544	0	0.0	100.0
GCA_008693645.1	illumina	hostile	Citrobacter werkmanii strain FDAARGOS_616 chromosome, complete genome	336620	0	0.0	100.0
GCA_008693665.1	illumina	hostile	Bordetella bronchiseptica strain FDAARGOS_634 chromosome, complete genome	341072	0	0.0	100.0
GCA_008693685.1	illumina	hostile	Vibrio vulnificus strain FDAARGOS_663 chromosome 1, complete sequence	331654	0	0.0	100.0
GCA_008693705.1	illumina	hostile	Aeromonas veronii strain FDAARGOS_632 chromosome, complete genome	304126	4	0.0013152443395171738	99.99868475566048
GCA_008693725.1	illumina	hostile	Streptococcus dysgalactiae strain FDAARGOS_654 chromosome, complete genome	150236	0	0.0	100.0
GCA_008693745.1	illumina	hostile	Vibrio parahaemolyticus strain FDAARGOS_662 chromosome 1, complete sequence	343608	0	0.0	100.0
GCA_008693765.1	illumina	hostile	Staphylococcus aureus strain FDAARGOS_660 chromosome, complete genome	191386	0	0.0	100.0
GCA_008693785.1	illumina	hostile	Roseomonas mucosa strain FDAARGOS_658 chromosome 1, complete sequence	333084	0	0.0	100.0
GCA_008693805.1	illumina	hostile	Providencia stuartii strain FDAARGOS_645 chromosome, complete genome	301984	0	0.0	100.0
GCA_008693825.1	illumina	hostile	Pseudomonas oryzihabitans strain FDAARGOS_657 chromosome, complete genome	350992	2	0.0005698135570041483	99.99943018644299
GCA_008693845.1	illumina	hostile	Pasteurella multocida strain FDAARGOS_644 chromosome, complete genome	150004	0	0.0	100.0
GCA_008693865.1	illumina	hostile	Paracoccus yeei strain FDAARGOS_643 chromosome, complete genome	312652	0	0.0	100.0
GCA_008693885.1	illumina	hostile	Klebsiella aerogenes strain FDAARGOS_641 chromosome, complete genome	352422	0	0.0	100.0
GCA_008693905.1	illumina	hostile	Enterobacter hormaechei strain FDAARGOS_642 chromosome, complete genome	313208	0	0.0	100.0
GCA_008693925.1	illumina	hostile	Dermabacter vaginalis strain FDAARGOS_640 chromosome, complete genome	152620	0	0.0	100.0
GCA_008693945.1	illumina	hostile	Citrobacter koseri strain FDAARGOS_646 chromosome, complete genome	305402	0	0.0	100.0
GCA_008693965.1	illumina	hostile	Pseudomonas luteola strain FDAARGOS_637 chromosome 1, complete sequence	393426	0	0.0	100.0
GCA_008693985.1	illumina	hostile	Stenotrophomonas maltophilia strain FDAARGOS_649 chromosome, complete genome	308392	0	0.0	100.0
GCA_008694005.1	illumina	hostile	Streptococcus pyogenes strain FDAARGOS_668 chromosome, complete genome	122756	0	0.0	100.0
GCA_009729895.1	illumina	hostile	Salmonella enterica strain FDAARGOS_710 chromosome, complete genome	307402	0	0.0	100.0
GCA_009729915.1	illumina	hostile	Salmonella enterica strain FDAARGOS_708 chromosome, complete genome	342448	0	0.0	100.0
GCA_009729935.1	illumina	hostile	Salmonella enterica strain FDAARGOS_707 chromosome, complete genome	303738	0	0.0	100.0
GCA_009729955.1	illumina	hostile	Salmonella enterica strain FDAARGOS_688 chromosome, complete genome	308930	0	0.0	100.0
GCA_009729975.1	illumina	hostile	Salmonella enterica strain FDAARGOS_687 chromosome, complete genome	337762	0	0.0	100.0
GCA_009729995.1	illumina	hostile	Shigella sonnei strain FDAARGOS_715 chromosome, complete genome	340654	0	0.0	100.0
GCA_009730015.1	illumina	hostile	Salmonella enterica strain FDAARGOS_712 chromosome, complete genome	311360	0	0.0	100.0
GCA_009730035.1	illumina	hostile	Burkholderia multivorans strain FDAARGOS_719 chromosome 1, complete sequence	437710	0	0.0	100.0
GCA_009730055.1	illumina	hostile	Yersinia intermedia strain FDAARGOS_730 chromosome, complete genome	328594	0	0.0	100.0
GCA_009730075.1	illumina	hostile	Yersinia intermedia strain FDAARGOS_729 chromosome, complete genome	328594	0	0.0	100.0
